QueId,UserId,Score,CreationTime,Tags,AnsCnt,ViewCnt
43059551,1151144,0,1490667513,"java,eclipse,jar,warnings",0,3
2575741,11142,6,1270411979,"design,web-applications,documentation,architecture",2,16724
43059550,2881217,0,1490667505,sitecore,0,2
43059548,2643730,0,1490667503,mysql,0,4
43029024,5124443,0,1490533130,"c++,time-complexity",1,49
43059197,5976231,0,1490664993,"python,escaping,character,newline",2,9
43059266,5776270,0,1490665545,"ios,swift3,uialertcontroller,dismiss",2,11
43059462,6941268,0,1490666933,"database,laravel,eloquent,laravel-seeding",1,6
43055864,726965,0,1490646496,"jenkins,jenkins-plugins,jenkins-pipeline",1,5
43059257,7777029,-1,1490665481,"c,fscanf",0,5
43058814,4160312,0,1490662157,"spring,hibernate",1,6
43059353,6015031,0,1490666112,"c#,visual-studio,listbox,listboxitem,mouseclick-event",2,13
43041353,381801,0,1490603189,"vsts-build,vsts-release",1,6
43059075,3509099,0,1490664201,"ios,firebase,firebase-cloud-messaging,firebase-notifications",0,5
43059554,7776953,0,1490667529,"python,loops,nested,vectorization",0,13
43059574,2519002,0,1490667634,"javascript,jquery,google-apps-script,datatables",0,2
43058354,2498782,0,1490658812,"vue.js,vue-router",1,9
43057816,588855,0,1490655509,"python,tensorflow,neural-network,conv-neural-network",1,29
43059573,7777250,0,1490667617,"javascript,arrays,app-lab",0,4
43059514,5733338,0,1490667276,"loops,break",1,8
43059571,7382128,0,1490667614,c#,0,3
43059570,7777291,0,1490667614,"division,subroutine,pic18",0,2
43059509,5957881,0,1490667237,"java,regex,string",1,7
43059568,5441770,0,1490667606,"java,xml,asynchronous,logging,log4j2",0,2
43038276,3930169,0,1490590896,"angularjs,spring,spring-mvc,spring-boot,spring-security",1,25
43059131,7776990,0,1490664572,"excel,vba,excel-vba",1,15
43059565,7777186,0,1490667591,"android,marshmallow",0,2
43059564,7300788,0,1490667591,"android,iis",0,5
43059334,1938827,0,1490666004,mongodb,0,4
43059563,6895697,-1,1490667586,"java,java-8",0,6
39663172,6870744,1,1474640602,"android,ios,cordova,streaming,ip-camera",1,110
43059560,288652,0,1490667564,"react-native,react-native-android",0,2
43059559,7423120,0,1490667559,"sql,angularjs,sql-server,node.js,date",0,4
43059558,7777234,0,1490667555,overriding,0,5
43058661,5355343,0,1490661013,sql,1,16
43045282,7773716,1,1490614454,"python,gcc,pycuda",0,24
43037770,5458675,0,1490587483,"swift,sprite-kit",1,29
43059583,7455447,0,1490667703,"xpath,google-spreadsheet,xml-parsing,homebrew",0,2
25798357,1327559,0,1410476949,"css,transform",3,743
43033781,4513726,0,1490558143,brightway,1,25
43058558,4677811,1,1490660180,"ios,swift",1,29
43059266,5776270,0,1490665545,"ios,swift3,uialertcontroller,dismiss",2,11
43059462,6941268,0,1490666933,"database,laravel,eloquent,laravel-seeding",1,6
43055864,726965,0,1490646496,"jenkins,jenkins-plugins,jenkins-pipeline",1,5
43059257,7777029,-1,1490665481,"c,fscanf",0,5
43058814,4160312,0,1490662157,"spring,hibernate",1,6
43059353,6015031,0,1490666112,"c#,visual-studio,listbox,listboxitem,mouseclick-event",2,13
43041353,381801,0,1490603189,"vsts-build,vsts-release",1,6
43059075,3509099,0,1490664201,"ios,firebase,firebase-cloud-messaging,firebase-notifications",0,5
43059554,7776953,0,1490667529,"python,loops,nested,vectorization",0,13
43059574,2519002,0,1490667634,"javascript,jquery,google-apps-script,datatables",0,3
43058354,2498782,0,1490658812,"vue.js,vue-router",1,9
43057816,588855,0,1490655509,"python,tensorflow,neural-network,conv-neural-network",1,29
43059573,7777250,0,1490667617,"javascript,arrays,app-lab",0,4
43059514,5733338,0,1490667276,"loops,break",1,8
43059571,7382128,0,1490667614,c#,0,3
43059570,7777291,0,1490667614,"division,subroutine,pic18",0,2
43059509,5957881,0,1490667237,"java,regex,string",1,7
43059568,5441770,0,1490667606,"java,xml,asynchronous,logging,log4j2",0,2
43038276,3930169,0,1490590896,"angularjs,spring,spring-mvc,spring-boot,spring-security",1,25
43059131,7776990,0,1490664572,"excel,vba,excel-vba",1,15
43059565,7777186,0,1490667591,"android,marshmallow",0,2
43059564,7300788,0,1490667591,"android,iis",0,6
43059334,1938827,0,1490666004,mongodb,0,5
43059563,6895697,-1,1490667586,"java,java-8",0,6
39663172,6870744,1,1474640602,"android,ios,cordova,streaming,ip-camera",1,110
43053369,6748701,0,1490637527,"android,cordova,build",1,8
43059593,7723008,0,1490667767,"javascript,html,highcharts",0,1
43059592,3396168,0,1490667762,"php,simple-html-dom",0,2
43059244,7674462,0,1490665392,"google-chrome,vbscript",0,5
43059374,3185534,0,1490666275,"php,grocery-crud",1,9
43059590,6948424,0,1490667755,"java,image-processing,netbeans,bufferedimage",0,2
43059043,7773491,0,1490663991,"java,regex,pattern-matching",1,17
43058373,4206520,0,1490658959,"javascript,reactjs,pdf",1,8
5438548,677470,6,1301090193,"excel,events,vba,excel-2003",8,18174
42966820,2978048,-1,1490240283,"java,pdfbox",0,26
43059450,7554746,-4,1490666828,"java,recursion,arraylist,fibonacci",2,15
43059452,5936124,0,1490666830,"php,android,android-volley",1,6
43059585,7777259,0,1490667721,"java,android,android-studio",0,3
43059552,7573927,0,1490667515,"c++,histogram",0,6
43059353,6015031,0,1490666112,"c#,visual-studio,listbox,listboxitem,mouseclick-event",3,13
43059500,4908019,1,1490667189,"c,pointers,memory,memory-management,free",0,9
43037770,5458675,0,1490587483,"swift,sprite-kit",1,30
43059583,7455447,0,1490667703,"xpath,google-spreadsheet,xml-parsing,homebrew",0,2
25798357,1327559,0,1410476949,"css,transform",3,744
43033781,4513726,0,1490558143,brightway,1,25
43058558,4677811,1,1490660180,"ios,swift",1,29
43059266,5776270,0,1490665545,"ios,swift3,uialertcontroller,dismiss",2,11
43059462,6941268,0,1490666933,"database,laravel,eloquent,laravel-seeding",1,6
43055864,726965,0,1490646496,"jenkins,jenkins-plugins,jenkins-pipeline",1,5
43059257,7777029,-1,1490665481,"c,fscanf",0,5
43058814,4160312,0,1490662157,"spring,hibernate",1,6
43041353,381801,0,1490603189,"vsts-build,vsts-release",1,6
43059075,3509099,0,1490664201,"ios,firebase,firebase-cloud-messaging,firebase-notifications",0,5
43059554,7776953,0,1490667529,"python,loops,nested,vectorization",0,23
43059574,2519002,0,1490667634,"javascript,jquery,google-apps-script,datatables",0,6
43014172,3890331,0,1490430275,"java,quartz-scheduler,quartz",1,21
43059595,623266,0,1490667798,"ruby-on-rails,rspec-rails",0,1
43015168,498256,0,1490437118,"git,github",2,27
43059212,7741328,-2,1490665052,"c#,asp.net,combinations,generated-code",0,22
43059279,1641760,0,1490665656,"java,string,java-8",1,15
43059514,5733338,0,1490667276,"loops,break",2,8
42264176,3645638,2,1487214981,"c#,null-coalescing-operator,c#-7.0",2,112
43053369,6748701,0,1490637527,"android,cordova,build",1,8
43059593,7723008,0,1490667767,"javascript,html,highcharts",0,3
43059592,3396168,0,1490667762,"php,simple-html-dom",0,2
43059244,7674462,0,1490665392,"google-chrome,vbscript",0,5
43059374,3185534,0,1490666275,"php,grocery-crud",1,9
43059590,6948424,0,1490667755,"java,image-processing,netbeans,bufferedimage",0,2
43059043,7773491,0,1490663991,"java,regex,pattern-matching",1,17
43058373,4206520,0,1490658959,"javascript,reactjs,pdf",1,8
5438548,677470,6,1301090193,"excel,events,vba,excel-2003",8,18174
42966820,2978048,-1,1490240283,"java,pdfbox",0,26
43059450,7554746,-4,1490666828,"java,recursion,arraylist,fibonacci",2,15
43059452,5936124,0,1490666830,"php,android,android-volley",1,6
43059585,7777259,0,1490667721,"java,android,android-studio",0,3
43059552,7573927,0,1490667515,"c++,histogram",0,7
43059353,6015031,0,1490666112,"c#,visual-studio,listbox,listboxitem,mouseclick-event",3,13
43059500,4908019,1,1490667189,"c,pointers,memory,memory-management,free",0,9
43037770,5458675,0,1490587483,"swift,sprite-kit",1,30
43059583,7455447,0,1490667703,"xpath,google-spreadsheet,xml-parsing,homebrew",0,2
25798357,1327559,0,1410476949,"css,transform",3,744
43033781,4513726,0,1490558143,brightway,1,25
43058558,4677811,1,1490660180,"ios,swift",1,29
43059266,5776270,0,1490665545,"ios,swift3,uialertcontroller,dismiss",2,11
43059462,6941268,0,1490666933,"database,laravel,eloquent,laravel-seeding",1,6
30956826,5031603,2,1434820519,"gradle,build.gradle",2,399
24011349,1035147,16,1401786998,"npm,gulp",2,16435
43025530,3785426,0,1490507400,"ruby-on-rails,ruby-on-rails-4",1,17
43059609,5906950,0,1490667846,"javascript,angularjs,html5",0,2
43059608,7607790,-1,1490667841,"css,twitter-bootstrap,menu,material-design,sidebar",0,3
43059607,7777283,0,1490667840,"build,compression,huffman-coding",0,2
43059606,7777301,0,1490667838,r,0,2
43059605,3369494,0,1490667838,"javascript,jquery,html,express",0,2
43058502,3288960,1,1490659833,"swift,xcode8",1,20
43011065,2139671,1,1490400654,"apache2.4,siteminder",1,20
43059504,5355343,0,1490667202,sql,2,7
43059601,7751964,0,1490667826,"arrays,swift",0,4
43059044,1030181,1,1490663998,"javascript,angularjs,entity-framework",0,18
43059600,7700241,0,1490667819,"java,android-studio,firebase-database,recyclerview",0,2
43059511,5641777,0,1490667242,"c#,winforms,datagridview",1,6
43059111,7576715,0,1490664424,"function,python-3.x,join,concatenation",1,12
43059453,7632944,0,1490666837,"laravel,laravel-5.2",1,9
43029024,5124443,0,1490533130,"c++,time-complexity",1,50
43059075,3509099,0,1490664201,"ios,firebase,firebase-cloud-messaging,firebase-notifications",1,5
43059571,7382128,0,1490667614,"c#,streamreader",0,4
43014172,3890331,0,1490430275,"java,quartz-scheduler,quartz",1,22
43059595,623266,0,1490667798,"ruby-on-rails,rspec-rails",0,2
43015168,498256,0,1490437118,"git,github",2,27
43059212,7741328,-2,1490665052,"c#,asp.net,combinations,generated-code",0,23
43059279,1641760,0,1490665656,"java,string,java-8",0,15
43059514,5733338,0,1490667276,"loops,break",2,8
42264176,3645638,2,1487214981,"c#,null-coalescing-operator,c#-7.0",2,112
43053369,6748701,0,1490637527,"android,cordova,build",1,8
43059593,7723008,0,1490667767,"javascript,html,highcharts",0,4
43059592,3396168,0,1490667762,"php,simple-html-dom",0,2
